sampledate,year4,month,daynum,depth,wtemp,flag_wtemp
2016-05-22,2016,5,143,8.00,11.522,
2016-05-22,2016,5,143,9.00,11.335,
2016-05-22,2016,5,143,10.00,11.171,
2016-05-22,2016,5,143,11.00,11.028,
2016-05-22,2016,5,143,12.00,10.842,
2016-05-22,2016,5,143,13.00,10.681,
2016-05-22,2016,5,143,14.00,10.477,
2016-05-22,2016,5,143,15.00,10.254,
2016-05-22,2016,5,143,16.00,10.062,
2016-05-22,2016,5,143,17.00,9.816,
2016-05-22,2016,5,143,18.00,9.560,
2016-05-22,2016,5,143,19.00,9.393,
2016-05-22,2016,5,143,20.00,9.507,
2016-05-23,2016,5,144,0.00,16.438,
2016-05-23,2016,5,144,0.50,16.471,
2016-05-23,2016,5,144,1.00,16.393,
2016-05-23,2016,5,144,1.50,16.300,
2016-05-23,2016,5,144,2.00,16.141,
2016-05-23,2016,5,144,3.00,15.015,
2016-05-23,2016,5,144,4.00,13.431,
2016-05-23,2016,5,144,5.00,12.383,
2016-05-23,2016,5,144,6.00,11.916,
2016-05-23,2016,5,144,7.00,11.660,
2016-05-23,2016,5,144,8.00,11.472,
2016-05-23,2016,5,144,9.00,11.286,
2016-05-23,2016,5,144,10.00,11.128,
2016-05-23,2016,5,144,11.00,11.006,
2016-05-23,2016,5,144,12.00,10.823,
2016-05-23,2016,5,144,13.00,10.629,
2016-05-23,2016,5,144,14.00,10.358,
2016-05-23,2016,5,144,15.00,10.115,
2016-05-23,2016,5,144,16.00,9.963,
2016-05-23,2016,5,144,17.00,9.823,
2016-05-23,2016,5,144,18.00,9.635,
2016-05-23,2016,5,144,19.00,9.497,
2016-05-23,2016,5,144,20.00,9.614,
2016-05-24,2016,5,145,0.00,17.719,
2016-05-24,2016,5,145,0.50,17.698,
2016-05-24,2016,5,145,1.00,17.573,
2016-05-24,2016,5,145,1.50,17.435,
2016-05-24,2016,5,145,2.00,17.259,
2016-05-24,2016,5,145,3.00,16.580,
2016-05-24,2016,5,145,4.00,14.332,
2016-05-24,2016,5,145,5.00,12.865,
2016-05-24,2016,5,145,6.00,12.066,
2016-05-24,2016,5,145,7.00,11.702,
2016-05-24,2016,5,145,8.00,11.514,
2016-05-24,2016,5,145,9.00,11.325,
2016-05-24,2016,5,145,10.00,11.159,
2016-05-24,2016,5,145,11.00,11.041,
2016-05-24,2016,5,145,12.00,10.861,
2016-05-24,2016,5,145,13.00,10.669,
2016-05-24,2016,5,145,14.00,10.472,
2016-05-24,2016,5,145,15.00,10.294,
2016-05-24,2016,5,145,16.00,10.124,
2016-05-24,2016,5,145,17.00,9.953,
2016-05-24,2016,5,145,18.00,9.747,
2016-05-24,2016,5,145,19.00,9.558,
2016-05-24,2016,5,145,20.00,9.671,
2016-05-25,2016,5,146,0.00,18.315,
2016-05-25,2016,5,146,0.50,18.313,
2016-05-25,2016,5,146,1.00,18.214,H
2016-05-25,2016,5,146,1.50,18.079,
2016-05-25,2016,5,146,2.00,17.711,
2016-05-25,2016,5,146,3.00,16.606,
2016-05-25,2016,5,146,4.00,14.194,
2016-05-25,2016,5,146,5.00,12.612,
2016-05-25,2016,5,146,6.00,11.874,
2016-05-25,2016,5,146,7.00,11.583,
2016-05-25,2016,5,146,8.00,11.402,
2016-05-25,2016,5,146,9.00,11.245,
2016-05-25,2016,5,146,10.00,11.124,
2016-05-25,2016,5,146,11.00,11.055,
2016-05-25,2016,5,146,12.00,10.911,
2016-05-25,2016,5,146,13.00,10.780,
2016-05-25,2016,5,146,14.00,10.633,
2016-05-25,2016,5,146,15.00,10.412,
2016-05-25,2016,5,146,16.00,10.155,
2016-05-25,2016,5,146,17.00,9.870,
2016-05-25,2016,5,146,18.00,9.650,
2016-05-25,2016,5,146,19.00,9.495,
2016-05-25,2016,5,146,20.00,9.650,
2016-05-26,2016,5,147,0.00,18.944,
2016-05-26,2016,5,147,0.50,18.983,
2016-05-26,2016,5,147,1.00,18.883,
2016-05-26,2016,5,147,1.50,18.753,
2016-05-26,2016,5,147,2.00,18.624,
2016-05-26,2016,5,147,3.00,18.335,
2016-05-26,2016,5,147,4.00,16.994,
2016-05-26,2016,5,147,5.00,15.039,
2016-05-26,2016,5,147,6.00,13.338,
2016-05-26,2016,5,147,7.00,12.244,
2016-05-26,2016,5,147,8.00,11.738,
2016-05-26,2016,5,147,9.00,11.423,
2016-05-26,2016,5,147,10.00,11.225,
2016-05-26,2016,5,147,11.00,11.101,
2016-05-26,2016,5,147,12.00,10.961,
2016-05-26,2016,5,147,13.00,10.873,
2016-05-26,2016,5,147,14.00,10.744,
2016-05-26,2016,5,147,15.00,10.540,
2016-05-26,2016,5,147,16.00,10.350,
2016-05-26,2016,5,147,17.00,10.135,
2016-05-26,2016,5,147,18.00,9.892,
2016-05-26,2016,5,147,19.00,9.697,
2016-05-26,2016,5,147,20.00,9.828,
2016-05-27,2016,5,148,0.00,19.306,
2016-05-27,2016,5,148,0.50,19.349,
2016-05-27,2016,5,148,1.00,19.273,H
2016-05-27,2016,5,148,1.50,19.169,H
2016-05-27,2016,5,148,2.00,19.004,H
2016-05-27,2016,5,148,3.00,18.497,H
2016-05-27,2016,5,148,4.00,16.773,
2016-05-27,2016,5,148,5.00,13.829,
2016-05-27,2016,5,148,6.00,12.341,
2016-05-27,2016,5,148,7.00,11.776,
2016-05-27,2016,5,148,8.00,11.534,
2016-05-27,2016,5,148,9.00,11.307,
2016-05-27,2016,5,148,10.00,11.113,
2016-05-27,2016,5,148,11.00,10.984,
2016-05-27,2016,5,148,12.00,10.808,
2016-05-27,2016,5,148,13.00,10.614,
2016-05-27,2016,5,148,14.00,10.413,
2016-05-27,2016,5,148,15.00,10.232,
2016-05-27,2016,5,148,16.00,10.101,
2016-05-27,2016,5,148,17.00,9.952,
2016-05-27,2016,5,148,18.00,9.822,
2016-05-27,2016,5,148,19.00,9.684,
2016-05-27,2016,5,148,20.00,9.830,
2016-05-28,2016,5,149,0.00,18.804,
2016-05-28,2016,5,149,0.50,18.865,
2016-05-28,2016,5,149,1.00,18.812,H
2016-05-28,2016,5,149,1.50,18.775,H
2016-05-28,2016,5,149,2.00,18.742,H
2016-05-28,2016,5,149,3.00,18.614,H
2016-05-28,2016,5,149,4.00,17.531,
2016-05-28,2016,5,149,5.00,15.549,
2016-05-28,2016,5,149,6.00,13.960,
2016-05-28,2016,5,149,7.00,12.848,
2016-05-28,2016,5,149,8.00,12.192,
2016-05-28,2016,5,149,9.00,11.683,
2016-05-28,2016,5,149,10.00,11.385,
2016-05-28,2016,5,149,11.00,11.111,
2016-05-28,2016,5,149,12.00,10.767,
2016-05-28,2016,5,149,13.00,10.564,
2016-05-28,2016,5,149,14.00,10.385,
2016-05-28,2016,5,149,15.00,10.237,
2016-05-28,2016,5,149,16.00,10.123,
2016-05-28,2016,5,149,17.00,10.001,
2016-05-28,2016,5,149,18.00,9.905,
2016-05-28,2016,5,149,19.00,9.769,
2016-05-28,2016,5,149,20.00,9.952,
2016-05-29,2016,5,150,0.00,19.324,
2016-05-29,2016,5,150,0.50,19.402,
2016-05-29,2016,5,150,1.00,19.353,H
2016-05-29,2016,5,150,1.50,19.321,H
2016-05-29,2016,5,150,2.00,19.304,H
2016-05-29,2016,5,150,3.00,19.252,H
2016-05-29,2016,5,150,4.00,18.591,
2016-05-29,2016,5,150,5.00,17.532,
2016-05-29,2016,5,150,6.00,16.416,
2016-05-29,2016,5,150,7.00,15.368,
2016-05-29,2016,5,150,8.00,14.078,
2016-05-29,2016,5,150,9.00,12.822,
2016-05-29,2016,5,150,10.00,11.799,
2016-05-29,2016,5,150,11.00,11.422,
2016-05-29,2016,5,150,12.00,11.032,
2016-05-29,2016,5,150,13.00,10.730,
2016-05-29,2016,5,150,14.00,10.468,
2016-05-29,2016,5,150,15.00,10.305,
2016-05-29,2016,5,150,16.00,10.172,
2016-05-29,2016,5,150,17.00,10.039,
2016-05-29,2016,5,150,18.00,9.927,
2016-05-29,2016,5,150,19.00,9.797,
2016-05-29,2016,5,150,20.00,9.974,
2016-05-30,2016,5,151,0.00,21.166,
2016-05-30,2016,5,151,0.50,21.056,
2016-05-30,2016,5,151,1.00,20.887,H
2016-05-30,2016,5,151,1.50,20.550,H
2016-05-30,2016,5,151,2.00,20.160,H
2016-05-30,2016,5,151,3.00,19.482,H
2016-05-30,2016,5,151,4.00,18.853,H
2016-05-30,2016,5,151,5.00,17.814,H
2016-05-30,2016,5,151,6.00,15.253,H
2016-05-30,2016,5,151,7.00,13.569,
2016-05-30,2016,5,151,8.00,12.621,
2016-05-30,2016,5,151,9.00,11.964,
2016-05-30,2016,5,151,10.00,11.452,
2016-05-30,2016,5,151,11.00,11.169,
2016-05-30,2016,5,151,12.00,10.844,
2016-05-30,2016,5,151,13.00,10.668,
2016-05-30,2016,5,151,14.00,10.538,
2016-05-30,2016,5,151,15.00,10.419,
2016-05-30,2016,5,151,16.00,10.293,
2016-05-30,2016,5,151,17.00,10.108,
2016-05-30,2016,5,151,18.00,9.926,
2016-05-30,2016,5,151,19.00,9.765,
2016-05-30,2016,5,151,20.00,10.007,
2016-05-31,2016,5,152,0.00,20.172,H
2016-05-31,2016,5,152,0.50,20.249,H
2016-05-31,2016,5,152,1.00,20.207,H
2016-05-31,2016,5,152,1.50,20.153,H
2016-05-31,2016,5,152,2.00,20.015,H
2016-05-31,2016,5,152,3.00,19.306,H
2016-05-31,2016,5,152,4.00,18.393,
2016-05-31,2016,5,152,5.00,16.868,
2016-05-31,2016,5,152,6.00,15.030,
2016-05-31,2016,5,152,7.00,13.594,
2016-05-31,2016,5,152,8.00,12.854,
2016-05-31,2016,5,152,9.00,12.174,
2016-05-31,2016,5,152,10.00,11.530,
2016-05-31,2016,5,152,11.00,11.227,
2016-05-31,2016,5,152,12.00,10.971,
2016-05-31,2016,5,152,13.00,10.778,
2016-05-31,2016,5,152,14.00,10.599,
2016-05-31,2016,5,152,15.00,10.440,
2016-05-31,2016,5,152,16.00,10.242,
2016-05-31,2016,5,152,17.00,10.025,
2016-05-31,2016,5,152,18.00,9.885,
2016-05-31,2016,5,152,19.00,9.750,
2016-05-31,2016,5,152,20.00,10.013,
2016-06-01,2016,6,153,0.00,19.989,
2016-06-01,2016,6,153,0.50,20.054,
2016-06-01,2016,6,153,1.00,19.947,
2016-06-01,2016,6,153,1.50,19.820,
2016-06-01,2016,6,153,2.00,19.726,
2016-06-01,2016,6,153,3.00,19.557,
2016-06-01,2016,6,153,4.00,19.259,
2016-06-01,2016,6,153,5.00,18.883,
2016-06-01,2016,6,153,6.00,17.979,
2016-06-01,2016,6,153,7.00,15.858,
2016-06-01,2016,6,153,8.00,13.853,
2016-06-01,2016,6,153,9.00,12.818,
2016-06-01,2016,6,153,10.00,12.113,
2016-06-01,2016,6,153,11.00,11.723,
2016-06-01,2016,6,153,12.00,11.298,
2016-06-01,2016,6,153,13.00,10.987,
2016-06-01,2016,6,153,14.00,10.721,
2016-06-01,2016,6,153,15.00,10.512,
2016-06-01,2016,6,153,16.00,10.359,
2016-06-01,2016,6,153,17.00,10.128,
2016-06-01,2016,6,153,18.00,9.937,
2016-06-01,2016,6,153,19.00,9.801,
2016-06-01,2016,6,153,20.00,10.075,
2016-06-02,2016,6,154,0.00,20.852,
2016-06-02,2016,6,154,0.50,20.934,
2016-06-02,2016,6,154,1.00,20.882,
2016-06-02,2016,6,154,1.50,20.715,
2016-06-02,2016,6,154,2.00,20.467,
2016-06-02,2016,6,154,3.00,20.282,
2016-06-02,2016,6,154,4.00,20.087,
2016-06-02,2016,6,154,5.00,19.795,
2016-06-02,2016,6,154,6.00,18.244,
2016-06-02,2016,6,154,7.00,14.660,
2016-06-02,2016,6,154,8.00,13.085,
2016-06-02,2016,6,154,9.00,12.145,
2016-06-02,2016,6,154,10.00,11.630,
2016-06-02,2016,6,154,11.00,11.321,
2016-06-02,2016,6,154,12.00,10.983,H
2016-06-02,2016,6,154,13.00,10.740,
2016-06-02,2016,6,154,14.00,10.505,
2016-06-02,2016,6,154,15.00,10.337,
2016-06-02,2016,6,154,16.00,10.242,
2016-06-02,2016,6,154,17.00,10.092,
2016-06-02,2016,6,154,18.00,9.942,
2016-06-02,2016,6,154,19.00,9.824,
2016-06-02,2016,6,154,20.00,10.147,
2016-06-03,2016,6,155,0.00,21.382,
2016-06-03,2016,6,155,0.50,21.469,
2016-06-03,2016,6,155,1.00,21.441,
2016-06-03,2016,6,155,1.50,21.366,
2016-06-03,2016,6,155,2.00,21.322,
2016-06-03,2016,6,155,3.00,21.109,
2016-06-03,2016,6,155,4.00,20.601,
2016-06-03,2016,6,155,5.00,19.739,
2016-06-03,2016,6,155,6.00,16.591,
2016-06-03,2016,6,155,7.00,14.414,
2016-06-03,2016,6,155,8.00,13.123,
2016-06-03,2016,6,155,9.00,12.402,
2016-06-03,2016,6,155,10.00,11.846,
2016-06-03,2016,6,155,11.00,11.468,
2016-06-03,2016,6,155,12.00,11.110,H
2016-06-03,2016,6,155,13.00,10.914,
2016-06-03,2016,6,155,14.00,10.661,
2016-06-03,2016,6,155,15.00,10.504,
2016-06-03,2016,6,155,16.00,10.426,
2016-06-03,2016,6,155,17.00,10.232,
2016-06-03,2016,6,155,18.00,10.031,
2016-06-03,2016,6,155,19.00,9.854,
2016-06-03,2016,6,155,20.00,10.149,
2016-06-04,2016,6,156,0.00,21.496,
2016-06-04,2016,6,156,0.50,21.570,
2016-06-04,2016,6,156,1.00,21.523,
2016-06-04,2016,6,156,1.50,21.433,
2016-06-04,2016,6,156,2.00,21.414,
2016-06-04,2016,6,156,3.00,21.374,
2016-06-04,2016,6,156,4.00,20.931,
2016-06-04,2016,6,156,5.00,19.172,
2016-06-04,2016,6,156,6.00,17.044,
2016-06-04,2016,6,156,7.00,15.336,
2016-06-04,2016,6,156,8.00,13.583,
2016-06-04,2016,6,156,9.00,12.759,
2016-06-04,2016,6,156,10.00,12.142,
2016-06-04,2016,6,156,11.00,11.776,
2016-06-04,2016,6,156,12.00,11.331,H
2016-06-04,2016,6,156,13.00,11.086,
2016-06-04,2016,6,156,14.00,10.815,
2016-06-04,2016,6,156,15.00,10.593,
2016-06-04,2016,6,156,16.00,10.430,
2016-06-04,2016,6,156,17.00,10.225,
2016-06-04,2016,6,156,18.00,10.088,
2016-06-04,2016,6,156,19.00,9.939,
2016-06-04,2016,6,156,20.00,10.246,
2016-06-05,2016,6,157,0.00,21.197,
2016-06-05,2016,6,157,0.50,21.321,
2016-06-05,2016,6,157,1.00,21.309,
2016-06-05,2016,6,157,1.50,21.240,
2016-06-05,2016,6,157,2.00,21.254,
2016-06-05,2016,6,157,3.00,21.325,
2016-06-05,2016,6,157,4.00,21.239,
2016-06-05,2016,6,157,5.00,21.150,
2016-06-05,2016,6,157,6.00,20.178,
2016-06-05,2016,6,157,7.00,18.522,
2016-06-05,2016,6,157,8.00,17.096,
2016-06-05,2016,6,157,9.00,15.066,
2016-06-05,2016,6,157,10.00,12.693,
2016-06-05,2016,6,157,11.00,11.891,
2016-06-05,2016,6,157,12.00,11.324,
2016-06-05,2016,6,157,13.00,11.030,
2016-06-05,2016,6,157,14.00,10.762,
2016-06-05,2016,6,157,15.00,10.571,
2016-06-05,2016,6,157,16.00,10.376,
2016-06-05,2016,6,157,17.00,10.148,
2016-06-05,2016,6,157,18.00,9.970,
2016-06-05,2016,6,157,19.00,9.830,
2016-06-05,2016,6,157,20.00,10.205,
2016-06-06,2016,6,158,0.00,20.798,
2016-06-06,2016,6,158,0.50,20.926,
2016-06-06,2016,6,158,1.00,20.922,
2016-06-06,2016,6,158,1.50,20.842,
2016-06-06,2016,6,158,2.00,20.860,
2016-06-06,2016,6,158,3.00,20.926,
2016-06-06,2016,6,158,4.00,20.839,
2016-06-06,2016,6,158,5.00,20.790,
2016-06-06,2016,6,158,6.00,20.293,
2016-06-06,2016,6,158,7.00,18.527,
2016-06-06,2016,6,158,8.00,16.476,
2016-06-06,2016,6,158,9.00,15.489,
2016-06-06,2016,6,158,10.00,13.841,
2016-06-06,2016,6,158,11.00,12.708,
2016-06-06,2016,6,158,12.00,11.496,H
2016-06-06,2016,6,158,13.00,11.086,
2016-06-06,2016,6,158,14.00,10.829,
2016-06-06,2016,6,158,15.00,10.697,
2016-06-06,2016,6,158,16.00,10.635,
2016-06-06,2016,6,158,17.00,10.457,
2016-06-06,2016,6,158,18.00,10.327,
2016-06-06,2016,6,158,19.00,10.195,
2016-06-06,2016,6,158,20.00,10.550,
2016-06-07,2016,6,159,0.00,20.005,
2016-06-07,2016,6,159,0.50,20.128,
2016-06-07,2016,6,159,1.00,20.133,
2016-06-07,2016,6,159,1.50,20.040,
2016-06-07,2016,6,159,2.00,20.065,
2016-06-07,2016,6,159,3.00,20.119,
2016-06-07,2016,6,159,4.00,19.979,
2016-06-07,2016,6,159,5.00,19.841,
2016-06-07,2016,6,159,6.00,19.738,
2016-06-07,2016,6,159,7.00,19.494,
2016-06-07,2016,6,159,8.00,17.562,
2016-06-07,2016,6,159,9.00,13.387,
2016-06-07,2016,6,159,10.00,12.459,
2016-06-07,2016,6,159,11.00,11.995,
2016-06-07,2016,6,159,12.00,11.432,
2016-06-07,2016,6,159,13.00,11.183,
2016-06-07,2016,6,159,14.00,10.934,
2016-06-07,2016,6,159,15.00,10.704,
2016-06-07,2016,6,159,16.00,10.564,
2016-06-07,2016,6,159,17.00,10.379,
2016-06-07,2016,6,159,18.00,10.208,
2016-06-07,2016,6,159,19.00,10.037,
2016-06-07,2016,6,159,20.00,10.409,
2016-06-08,2016,6,160,0.00,20.449,
2016-06-08,2016,6,160,0.50,20.366,
2016-06-08,2016,6,160,1.00,20.225,
2016-06-08,2016,6,160,1.50,19.897,
2016-06-08,2016,6,160,2.00,19.797,
2016-06-08,2016,6,160,3.00,19.627,
2016-06-08,2016,6,160,4.00,19.360,
2016-06-08,2016,6,160,5.00,19.187,
2016-06-08,2016,6,160,6.00,18.915,
2016-06-08,2016,6,160,7.00,17.780,
2016-06-08,2016,6,160,8.00,14.689,
2016-06-08,2016,6,160,9.00,13.079,
2016-06-08,2016,6,160,10.00,12.247,
2016-06-08,2016,6,160,11.00,11.913,
2016-06-08,2016,6,160,12.00,11.501,
2016-06-08,2016,6,160,13.00,11.324,
2016-06-08,2016,6,160,14.00,11.056,
2016-06-08,2016,6,160,15.00,10.766,
2016-06-08,2016,6,160,16.00,10.566,
2016-06-08,2016,6,160,17.00,10.316,
2016-06-08,2016,6,160,18.00,10.141,
2016-06-08,2016,6,160,19.00,10.027,
2016-06-08,2016,6,160,20.00,10.430,
2016-06-09,2016,6,161,0.00,20.064,
2016-06-09,2016,6,161,0.50,20.174,
2016-06-09,2016,6,161,1.00,20.197,
2016-06-09,2016,6,161,1.50,20.069,
2016-06-09,2016,6,161,2.00,20.085,
2016-06-09,2016,6,161,3.00,20.064,
2016-06-09,2016,6,161,4.00,19.810,
2016-06-09,2016,6,161,5.00,19.413,
2016-06-09,2016,6,161,6.00,18.651,
2016-06-09,2016,6,161,7.00,16.583,
2016-06-09,2016,6,161,8.00,14.664,
2016-06-09,2016,6,161,9.00,13.146,
2016-06-09,2016,6,161,10.00,12.238,
2016-06-09,2016,6,161,11.00,11.848,
2016-06-09,2016,6,161,12.00,11.512,
2016-06-09,2016,6,161,13.00,11.311,
2016-06-09,2016,6,161,14.00,11.074,
2016-06-09,2016,6,161,15.00,10.840,
2016-06-09,2016,6,161,16.00,10.697,
2016-06-09,2016,6,161,17.00,10.483,
2016-06-09,2016,6,161,18.00,10.278,
2016-06-09,2016,6,161,19.00,10.121,
2016-06-09,2016,6,161,20.00,10.522,
2016-06-10,2016,6,162,0.00,20.364,
2016-06-10,2016,6,162,0.50,20.456,
2016-06-10,2016,6,162,1.00,20.485,
2016-06-10,2016,6,162,1.50,20.341,
2016-06-10,2016,6,162,2.00,20.360,
2016-06-10,2016,6,162,3.00,20.365,
2016-06-10,2016,6,162,4.00,20.209,
2016-06-10,2016,6,162,5.00,19.856,
2016-06-10,2016,6,162,6.00,19.057,
2016-06-10,2016,6,162,7.00,17.441,
2016-06-10,2016,6,162,8.00,15.841,
2016-06-10,2016,6,162,9.00,14.037,
2016-06-10,2016,6,162,10.00,13.015,
2016-06-10,2016,6,162,11.00,12.430,
2016-06-10,2016,6,162,12.00,11.928,
2016-06-10,2016,6,162,13.00,11.580,
2016-06-10,2016,6,162,14.00,11.180,
2016-06-10,2016,6,162,15.00,10.855,
2016-06-10,2016,6,162,16.00,10.686,
2016-06-10,2016,6,162,17.00,10.448,
2016-06-10,2016,6,162,18.00,10.329,
2016-06-10,2016,6,162,19.00,10.209,
2016-06-10,2016,6,162,20.00,10.602,
2016-06-11,2016,6,163,0.00,22.010,
2016-06-11,2016,6,163,0.50,21.976,
2016-06-11,2016,6,163,1.00,21.953,
2016-06-11,2016,6,163,1.50,21.590,
2016-06-11,2016,6,163,2.00,21.381,
2016-06-11,2016,6,163,3.00,20.741,
2016-06-11,2016,6,163,4.00,20.413,
2016-06-11,2016,6,163,5.00,19.987,
2016-06-11,2016,6,163,6.00,19.423,
2016-06-11,2016,6,163,7.00,18.415,
2016-06-11,2016,6,163,8.00,15.580,
2016-06-11,2016,6,163,9.00,13.425,
2016-06-11,2016,6,163,10.00,12.641,
2016-06-11,2016,6,163,11.00,12.082,
2016-06-11,2016,6,163,12.00,11.504,
2016-06-11,2016,6,163,13.00,11.244,
2016-06-11,2016,6,163,14.00,10.999,
2016-06-11,2016,6,163,15.00,10.809,
2016-06-11,2016,6,163,16.00,10.740,
2016-06-11,2016,6,163,17.00,10.454,
2016-06-11,2016,6,163,18.00,10.301,
2016-06-11,2016,6,163,19.00,10.190,
2016-06-11,2016,6,163,20.00,10.636,
2016-06-12,2016,6,164,0.00,21.125,
2016-06-12,2016,6,164,0.50,21.250,
2016-06-12,2016,6,164,1.00,21.306,
2016-06-12,2016,6,164,1.50,21.090,
2016-06-12,2016,6,164,2.00,21.066,
2016-06-12,2016,6,164,3.00,20.936,
2016-06-12,2016,6,164,4.00,20.667,
2016-06-12,2016,6,164,5.00,20.312,
2016-06-12,2016,6,164,6.00,19.322,
2016-06-12,2016,6,164,7.00,17.149,
2016-06-12,2016,6,164,8.00,15.348,
2016-06-12,2016,6,164,9.00,14.049,
2016-06-12,2016,6,164,10.00,12.630,
2016-06-12,2016,6,164,11.00,12.013,
2016-06-12,2016,6,164,12.00,11.613,
2016-06-12,2016,6,164,13.00,11.313,
2016-06-12,2016,6,164,14.00,11.038,
2016-06-12,2016,6,164,15.00,10.843,
2016-06-12,2016,6,164,16.00,10.830,
2016-06-12,2016,6,164,17.00,10.553,
2016-06-12,2016,6,164,18.00,10.428,
2016-06-12,2016,6,164,19.00,10.270,
2016-06-12,2016,6,164,20.00,10.688,
2016-06-13,2016,6,165,0.00,21.443,
2016-06-13,2016,6,165,0.50,21.306,
2016-06-13,2016,6,165,1.00,21.274,
2016-06-13,2016,6,165,1.50,20.886,
2016-06-13,2016,6,165,2.00,20.814,
2016-06-13,2016,6,165,3.00,20.622,
2016-06-13,2016,6,165,4.00,20.407,
2016-06-13,2016,6,165,5.00,20.295,
2016-06-13,2016,6,165,6.00,20.046,
2016-06-13,2016,6,165,7.00,18.774,
2016-06-13,2016,6,165,8.00,16.370,
2016-06-13,2016,6,165,9.00,14.262,
2016-06-13,2016,6,165,10.00,13.059,
2016-06-13,2016,6,165,11.00,12.290,
2016-06-13,2016,6,165,12.00,11.689,
2016-06-13,2016,6,165,13.00,11.304,
2016-06-13,2016,6,165,14.00,10.969,
2016-06-13,2016,6,165,15.00,10.746,
2016-06-13,2016,6,165,16.00,10.736,
2016-06-13,2016,6,165,17.00,10.496,
2016-06-13,2016,6,165,18.00,10.371,
2016-06-13,2016,6,165,19.00,10.182,
2016-06-13,2016,6,165,20.00,10.600,
2016-06-14,2016,6,166,0.00,21.609,
2016-06-14,2016,6,166,0.50,21.702,
2016-06-14,2016,6,166,1.00,21.782,
2016-06-14,2016,6,166,1.50,21.479,
2016-06-14,2016,6,166,2.00,21.455,
2016-06-14,2016,6,166,3.00,21.247,
2016-06-14,2016,6,166,4.00,20.946,
2016-06-14,2016,6,166,5.00,20.700,
2016-06-14,2016,6,166,6.00,20.202,
2016-06-14,2016,6,166,7.00,17.653,
2016-06-14,2016,6,166,8.00,15.751,
2016-06-14,2016,6,166,9.00,14.026,
2016-06-14,2016,6,166,10.00,12.815,
2016-06-14,2016,6,166,11.00,12.125,
2016-06-14,2016,6,166,12.00,11.714,
2016-06-14,2016,6,166,13.00,11.343,
2016-06-14,2016,6,166,14.00,10.967,
2016-06-14,2016,6,166,15.00,10.725,
2016-06-14,2016,6,166,16.00,10.725,
2016-06-14,2016,6,166,17.00,10.422,
2016-06-14,2016,6,166,18.00,10.282,
2016-06-14,2016,6,166,19.00,10.176,
2016-06-14,2016,6,166,20.00,10.660,
2016-06-15,2016,6,167,0.00,22.191,
2016-06-15,2016,6,167,0.50,22.259,
2016-06-15,2016,6,167,1.00,22.329,
2016-06-15,2016,6,167,1.50,21.908,
2016-06-15,2016,6,167,2.00,21.818,
2016-06-15,2016,6,167,3.00,21.540,
2016-06-15,2016,6,167,4.00,21.335,
2016-06-15,2016,6,167,5.00,21.181,
2016-06-15,2016,6,167,6.00,20.803,
2016-06-15,2016,6,167,7.00,19.170,
2016-06-15,2016,6,167,8.00,17.704,
2016-06-15,2016,6,167,9.00,15.576,
2016-06-15,2016,6,167,10.00,13.510,
2016-06-15,2016,6,167,11.00,12.528,
2016-06-15,2016,6,167,12.00,11.969,
2016-06-15,2016,6,167,13.00,11.602,
2016-06-15,2016,6,167,14.00,11.198,
2016-06-15,2016,6,167,15.00,10.883,
2016-06-15,2016,6,167,16.00,10.838,
2016-06-15,2016,6,167,17.00,10.510,
2016-06-15,2016,6,167,18.00,10.341,
2016-06-15,2016,6,167,19.00,10.251,
2016-06-15,2016,6,167,20.00,10.739,
2016-06-16,2016,6,168,0.00,22.121,
2016-06-16,2016,6,168,0.50,22.245,
2016-06-16,2016,6,168,1.00,22.418,
2016-06-16,2016,6,168,1.50,22.151,
2016-06-16,2016,6,168,2.00,22.277,
2016-06-16,2016,6,168,3.00,22.228,
2016-06-16,2016,6,168,4.00,22.150,
2016-06-16,2016,6,168,5.00,22.065,
2016-06-16,2016,6,168,6.00,21.887,
2016-06-16,2016,6,168,7.00,21.051,
2016-06-16,2016,6,168,8.00,17.549,
2016-06-16,2016,6,168,9.00,14.087,
2016-06-16,2016,6,168,10.00,12.823,
2016-06-16,2016,6,168,11.00,12.283,
2016-06-16,2016,6,168,12.00,11.761,
2016-06-16,2016,6,168,13.00,11.385,
2016-06-16,2016,6,168,14.00,11.039,
2016-06-16,2016,6,168,15.00,10.718,
2016-06-16,2016,6,168,16.00,10.665,
2016-06-16,2016,6,168,17.00,10.369,
2016-06-16,2016,6,168,18.00,10.266,
2016-06-16,2016,6,168,19.00,10.190,
2016-06-16,2016,6,168,20.00,10.683,
2016-06-17,2016,6,169,0.00,23.230,
2016-06-17,2016,6,169,0.50,22.989,
2016-06-17,2016,6,169,1.00,22.916,
2016-06-17,2016,6,169,1.50,22.309,
2016-06-17,2016,6,169,2.00,22.289,
2016-06-17,2016,6,169,3.00,22.054,
2016-06-17,2016,6,169,4.00,21.872,
2016-06-17,2016,6,169,5.00,21.546,
2016-06-17,2016,6,169,6.00,21.002,
2016-06-17,2016,6,169,7.00,19.244,
2016-06-17,2016,6,169,8.00,16.619,
2016-06-17,2016,6,169,9.00,15.009,
2016-06-17,2016,6,169,10.00,13.663,
2016-06-17,2016,6,169,11.00,12.763,
2016-06-17,2016,6,169,12.00,12.103,
2016-06-17,2016,6,169,13.00,11.563,
2016-06-17,2016,6,169,14.00,11.067,
2016-06-17,2016,6,169,15.00,10.740,
